Cmpnd_short,Cmpnd_full,Formula,Mass,RT,CAS_ID,p_mix3,p_mix4,p_mix5,p_mix6,p_mix7,p_mix8,p_mix9,p_set1_blue_546_R2,p_set1_blue_617_R4,p_set1_blue_618_R1,p_set1_blue_648_R3,p_set1_blue_669_L1,p_set1_blue_713_R2,p_set1_blue_773_R8,p_set1_gray_551_L2,p_set1_gray_573_R2,p_set1_gray_608_R3,p_set1_gray_796_L1,p_set1_gray_796_R5,p_set1_gray_843_L4,p_set1_gray_843_L5,p_set1_green_574_R1,p_set1_green_592_L3,p_set1_green_593_R1,p_set1_green_614_R4,p_set1_green_675_L6,p_set1_green_675_L9,p_set1_green_773_L2,p_set1_pink_670_L3,p_set1_pink_672_L1,p_set1_pink_686_R1,p_set1_pink_751_L1,p_set1_pink_754_L1,p_set1_pink_847_R2,p_set1_pink_847_R3,p_set1_purple_552_R5,p_set1_purple_552_R6,p_set1_purple_605_L3,p_set1_purple_608_L1,p_set1_purple_611_L4,p_set1_purple_621_L1,p_set1_purple_843_L7,p_set1_yellow_599_L3,p_set1_yellow_666_R2,p_set1_yellow_670_R3,p_set1_yellow_672_R5,p_set1_yellow_751_L3,p_set1_yellow_751_R4,p_set1_yellow_847_R6,p_set2_blue_561_L3,p_set2_blue_592_R4,p_set2_blue_617_L3,p_set2_blue_617_L4,p_set2_blue_669_L2,p_set2_blue_669_L4,p_set2_blue_675_R2,p_set2_blue_772_R1,p_set2_gray_551_R3,p_set2_gray_610_L2,p_set2_gray_611_L5,p_set2_gray_621_R1,p_set2_gray_621_R2,p_set2_gray_796_L2,p_set2_gray_796_R1,p_set2_gray_796_R4,p_set2_green_593_R3,p_set2_green_661_R2,p_set2_green_675_L1,p_set2_green_675_L3,p_set2_green_675_L7,p_set2_green_772_L2,p_set2_green_773_R7,p_set2_pink_670_L2,p_set2_pink_670_L5,p_set2_pink_670_L6,p_set2_pink_730_L3,p_set2_pink_730_R1,p_set2_pink_754_L3,p_set2_pink_847_L1,p_set2_purple_552_L1,p_set2_purple_552_R2,p_set2_purple_552_R4,p_set2_purple_573_R4,p_set2_purple_608_L4,p_set2_purple_610_R2,p_set2_purple_632_R1,p_set2_purple_843_L2,p_set2_yellow_599_R2,p_set2_yellow_670_R4,p_set2_yellow_672_R1,p_set2_yellow_672_R6,p_set2_yellow_686_R2,p_set2_yellow_752_L1,p_set2_yellow_753_R3,p_set2_yellow_847_L4,p_solv2
pC59,Phenylalanine,C9 H11 N O2,165.0789,3.01,63-91-2,1446760.473,1442260.878,1471441.709,1400671.204,1203715.631,1173068.405,1109610.575,1847126.465,1496375.709,1373960.518,1177528.46,971862.8068,1123232.637,899026.7282,759856.6381,1400901.776,701775.3446,848812.9236,1160616.447,1104029.93,1266916.286,1230956.606,1356947.35,1274764.682,714660.2206,918066.1513,1119893.343,1114286.837,1550900.539,1234575.491,1092540.053,1191355.519,1143428.427,961591.8187,1250254.67,1126176.885,1540010.31,739841.7627,961862.4407,780791.3176,671840.6296,1045989.256,1344618.81,1389936.944,991996.1809,777280.2451,1226538.985,1188945.283,884530.1393,1463820.243,1424945.982,1616074.118,1630620.969,1877676.9,2429494.737,854314.1352,444590.7007,777627.8972,1516713.555,816033.3288,809863.7887,777828.5971,1555459.846,1518470.409,1946689.864,941599.756,1153590.058,636047.8806,1203416.694,1781387.374,287673.5852,1018538.414,900721.0735,1628352.504,1003505.88,1310880.107,1180350.628,1636076.723,1272154.942,1705425.595,1161979.131,1210371.047,1661664.231,834609.9396,967865.23,425464.6151,1159925.106,1341392.357,1470781.331,1002490.488,996669.6525,1213250.305,1042603.134,871177.3445,1184448.618,39776.0245
pC60,Pyridoxal,C8 H9 N O3,167.0581,1.3,66-72-8,12939.95786,11797.38649,11242.6313,10251.23002,8873.270698,9176.752917,9198.65154,15609.86284,9145.487179,9208.445712,9993.094154,11149.77465,4040.770708,7307.03953,11700.7184,7480.003129,4647.538302,3465.156292,9139.643392,5087.439615,9691.571356,8128.882659,7017.238613,10030.12312,7055.554172,13251.78741,8463.124279,10418.93277,13986.2995,10671.58628,12523.86145,7697.221648,20039.64275,10585.24019,8997.819649,5700.085306,9284.026697,7760.52974,8625.133998,7369.711567,9489.333011,11580.38931,11601.85507,23825.78752,10263.22102,14762.54992,11930.32184,6699.40801,8951.05711,19396.62939,9646.332454,8411.36502,9887.542298,14084.38356,11802.76428,7499.866021,9629.973071,7857.009939,8931.486472,5704.001295,5954.936583,9614.773332,10063.20266,15586.0828,12408.95952,9536.070024,5058.965347,4750.677797,12861.83532,13473.47413,11869.14987,7335.296243,8089.018271,10947.90786,10494.72917,18587.74449,10528.50058,12199.34379,6190.858026,6399.204687,5316.041271,6322.021691,6267.263705,7452.12436,8769.712046,6184.895942,6946.970259,6623.00921,20762.25362,4595.448098,8671.139187,18157.88024,7088.658535,6129.703352,6377.791053,1184.979503
pC61,3-Methylhistidine,C7 H11 N3 O2,169.0853,6.84,368-16-1,101204.6401,102661.9616,105089.654,84754.27465,87715.96129,76144.1507,70022.43803,125094.0198,66855.67793,92031.16574,62932.69837,32517.6781,51376.25165,45459.46716,38173.29127,109804.6313,48492.95087,51163.79688,63334.52802,77754.53135,78027.36736,67444.35291,55287.65449,55731.74466,34386.23674,69137.33074,64181.39352,56217.56427,126701.0336,80805.22327,58197.51071,80402.01066,70258.75071,74171.15514,70152.67165,81877.28351,127755.729,42467.45749,71844.26536,50333.22754,52959.96745,77375.84803,66210.71461,74100.84317,77081.24112,59769.35042,85013.13396,88027.75724,46309.97053,120956.8682,64064.02565,87724.37722,98238.83423,35369.30642,56405.42958,59824.15471,9805.576229,54893.62025,96238.51736,51587.49804,62798.64218,50804.13274,108465.8375,88517.34227,127855.6049,53954.257,74131.36006,54135.494,87934.78821,146597.1405,6744.658753,52496.31852,59196.8436,128589.9729,79803.37066,76239.00826,52100.17836,106606.0605,69580.59975,114241.1506,75411.93449,80014.61488,132905.0649,62831.42476,55943.83992,3402.323163,83796.3556,55684.85202,107839.6687,52654.71672,69949.75068,77273.66963,58870.95263,44401.12874,69414.15399,4010.771018
pC62,Dihydroxyacetone-phosphate,C3 H7 O6 P,169.9981,7.7,57-04-5,3290.997675,2772.116079,3229.336965,2856.104162,2553.632072,1668.911916,3157.015187,1222.104787,926.2239021,5587.284342,4713.552033,154.5667276,698.5398973,1686.957276,4260.295528,1699.762838,2496.515032,2749.750222,4447.028385,4685.178748,5754.010283,1174.821123,3107.150975,1165.550443,4173.078305,3786.403187,3767.812228,1623.916985,709.0165401,2959.179518,5374.599066,233.065812,523.7287212,6280.550872,3798.181875,4254.45946,5955.444816,2929.231815,3898.884119,2861.477111,4217.425924,7188.875527,1229.36675,2099.861229,2067.163478,4939.830842,289.6138906,,3199.770775,1028.465817,2168.43142,945.7903526,1142.80805,155.0071077,499.5306132,3032.55894,,6709.845937,7780.54038,1296.606437,3614.954485,3435.913352,7341.732693,6779.934304,6576.667273,2051.785009,2708.176417,4653.741217,6845.342354,4777.946138,211.1991045,3002.188269,2940.612704,708.8496237,242.4734495,6534.035212,5744.698479,671.6883186,9631.760545,3610.741702,5981.594934,5033.098904,358.0926825,2032.0756,4025.350249,,6660.984424,1288.743962,993.1313164,3431.718675,5129.740183,3906.530978,205.6684631,4218.262964,5149.292588,125.1918866
pC63,Glycerol 2-Phosphate,C3 H9 O6 P,172.0136,7.46,17181-54-3,19842.67865,19173.38023,19921.89829,19204.51318,18511.72486,14479.51217,15893.55519,16670.52126,16156.80018,15113.5279,15265.77684,19324.32004,11038.83184,14558.31804,20010.66193,12905.44402,14512.49624,13792.07712,22098.70949,24889.20438,22418.96621,10649.13001,22665.05563,12584.27746,19811.81599,19990.87665,8134.336173,16688.37025,20375.23361,17161.41828,27881.20959,8249.256833,10142.54152,23328.81331,18538.62866,11474.91374,19094.23383,12086.41492,20681.66442,16157.36247,12191.17808,30044.82746,18516.00881,22733.25972,22704.53839,27747.10978,6339.362145,13377.1381,22767.56175,29413.93755,22733.33865,17042.34493,22917.87489,19645.67349,25749.35862,10957.80582,5918.357738,18411.7555,21199.54119,8312.817242,9264.506062,13489.87372,26558.61081,30045.26515,30129.10394,15740.30324,25757.96731,9351.460434,23581.15576,22418.65927,11030.16513,10774.09157,14392.94741,11056.9091,6789.211365,17431.84347,13264.54781,10417.3997,24068.93137,15354.68196,14216.76762,17463.94293,14685.70623,14307.36848,9567.326008,,23431.6321,17355.14419,9711.897417,17328.90422,19132.90365,19103.99148,5529.149428,20253.95219,28773.80096,156.5610698
pC64,N-alpha-Acetylasparagine,C6 H10 N2 O4,174.0646,3.62,4033-40-3,9393.766191,10106.91859,9814.509317,10450.75133,13079.35202,10656.09022,11215.98515,6588.307804,14022.78276,15570.5786,6087.019749,2284.450487,7961.616466,6918.636673,2852.041112,17194.67797,2677.7952,4699.728546,5441.388924,9898.320134,11953.5087,3593.140271,10730.80606,3718.794433,3178.944858,4943.756312,4286.899639,4422.644729,5059.768119,7497.879821,3813.924703,5568.1638,4871.587928,4318.580345,7709.346528,7061.49202,10015.01276,4154.401066,7479.320191,6691.258288,3454.703145,12323.91266,3185.68079,6101.942296,3305.636422,5939.338155,9592.43213,8517.764877,2910.187533,3725.894418,5572.337588,16594.98356,24366.25383,3189.346588,5029.144512,3696.427438,1696.797249,4830.07309,21456.25258,1580.681594,3489.333642,3168.470311,17680.84591,20565.44685,15235.41384,6196.729446,9052.302204,5425.986642,8528.937201,14936.9196,1959.221615,5538.555202,5086.227553,15886.14451,1807.239809,5230.868092,2086.30532,7503.226101,4942.005321,9901.478557,6413.120883,9913.611485,5871.103487,2715.768108,4264.876275,1723.661019,14197.22941,3356.894345,2425.439548,5573.667711,6064.136568,5593.411045,3775.096293,4399.441634,8368.259926,2131.418433
pC65,Arginine,C6 H14 N4 O2,174.1118,12.22,74-79-3,2722562.683,2706793.417,2689584.554,2371702.785,2160074.2,2089347.139,1909615.618,3585459.135,2709383.741,3010529.172,2275271.692,146727.8859,1898927.257,1575883.863,1377077.744,2274158.634,1103185.401,1541245.156,1955548.516,1614932.582,1960069.347,1042305.235,2031666.71,1501124.034,1175443.706,1254876.241,2091353.883,2115029.832,2238476.379,1508043.516,1677331.117,2052883.194,2224334.889,1670173.969,1771650.668,1596587.955,3130667.693,1022004.653,1605359.463,1810131.97,1003431.363,1724670.771,2063599.319,2255164.143,1530422.925,1221260.852,1971557.232,2040667.892,1484559.723,2369262.74,1926789.134,2692301.449,2779709.995,418191.2034,293706.1986,1224426.654,423890.1531,1242346.173,2673935.934,1777021.489,1590791.419,1687068.028,2819441.598,2964142.391,3353778.086,1387738.966,2507900.007,756599.0047,2038634.874,3251301.618,443660.9816,1723674.531,1288011.981,2639697.854,1845764.663,1985846.728,1934740.263,2863100.537,1755969.428,2422340.521,1923923.624,1630441.911,2270434.604,1066595.083,1325876.614,84288.55773,2311229.228,1917564.929,2052327.213,1241375.994,1457691.203,2191980.702,1869238.393,1372479.161,1643291.593,26839.37847
pC66,N-Acetylaspartic Acid,C6 H9 N O5,175.0473,6.17,997-55-7,23738.22707,21813.03738,22366.868,19082.25138,20415.23476,15778.3507,17301.13787,35134.00737,36936.18394,31203.30301,20849.13161,9483.956056,30064.69418,17390.89682,11464.96535,20852.64178,10928.07156,9864.207379,23054.39587,33048.75913,37263.52945,13838.1572,11315.89203,17842.10378,15630.31501,17895.23346,8708.850279,22548.45622,13900.9815,13963.66121,13298.79078,14632.01757,19486.95776,22709.85465,26003.34194,15670.91932,16029.96281,16762.14422,18546.05295,14767.53054,22921.36819,29749.79344,20582.89711,40279.95697,17077.26922,17648.54256,10497.11312,23369.63965,16376.59527,16727.8094,9605.749897,12749.26713,16188.15722,12956.62224,12831.14926,14702.49285,10021.68977,11439.13097,15324.23942,12536.97681,14473.5554,12443.98986,23285.42883,23254.84391,26223.25917,13468.49058,10149.67267,14476.58442,23393.20663,18189.67908,13421.36907,13542.39783,10995.7684,11809.80051,9048.820889,11271.2246,9722.93586,13206.075,29449.28917,16778.68145,11074.61006,13023.83828,10918.93831,10698.71891,9961.338823,4740.788393,12003.99095,12882.14954,13882.6705,17745.83132,12273.8483,15491.44369,9787.849005,14044.28457,10441.36634,361.4027929
pC67,Citrulline,C6 H13 N3 O3,175.0961,7.17,372-75-8,23275.96475,27036.74639,26017.12826,22842.34581,23439.21368,21111.81238,20133.26282,28571.5919,18704.32941,22305.74137,25610.11664,23222.52353,21044.99355,25894.20868,51903.2787,20963.78012,21974.07614,14242.17738,23619.38175,21151.15308,21675.38072,18042.88823,21466.84229,19689.60397,15988.32709,23496.68443,18924.73929,30121.45597,25227.47156,20978.74506,25825.81262,19187.9304,17833.43101,21880.19161,21297.61847,33860.54125,24260.26832,18432.85094,21218.13057,19322.18397,18974.59433,20229.95306,26935.02882,30095.8736,19074.05337,20225.83853,17120.97138,19338.32812,18228.33034,23955.5978,25892.19123,23174.56513,25107.77743,22039.61873,25429.30682,27460.19882,18153.28465,17971.52094,29694.52084,23316.86689,24443.1135,25510.91332,18524.66172,21940.58428,30137.61539,20544.06621,20616.55788,20231.86919,26254.47421,24275.17213,16683.12145,23255.35962,17092.75839,21181.35464,24752.73359,21260.74432,36527.52369,26323.28697,29333.13288,54323.4805,23564.31399,23576.38214,22970.19185,21158.47077,15444.50006,2345.117264,18484.94278,29518.49341,21437.81206,20766.35085,18438.7776,26893.98913,47227.94719,28924.34023,21839.31385,3018.08465
pC68,Nicotinuric Acid,C8 H8 N2 O3,180.0564,3.02,583-08-4,1454.78565,1954.747769,1473.669859,2673.959935,3057.360728,1992.85684,4137.871154,1314.98294,941.6416447,1620.802476,3014.286181,812.5801121,315.3674029,2045.617196,5056.0992,1572.058172,461.1805718,138.0876019,1788.132222,1274.231155,386.5693727,518.4101268,122.3852961,1024.878972,107.5262033,1075.295454,677.8943001,857.4868279,1527.641484,911.3733138,1643.369278,392.9415874,1197.363402,2752.759326,1370.042306,4568.977464,586.7638859,581.7219311,1513.850915,1896.102613,3330.659334,1613.921731,107.1774917,2381.716628,1454.90663,452.6579996,909.0515928,2411.443521,437.3066775,1208.10514,789.1751849,1118.451909,332.6924095,414.0655242,965.4324477,306.9779129,691.9610631,1003.455268,2367.728469,360.4462502,207.4893149,6849.348141,1293.524012,2821.902122,1333.144124,1220.283996,377.5629861,1053.23836,2208.140685,891.8637184,1015.900253,1476.05999,1063.58416,193.4947665,368.5674123,992.191208,773.9157696,1414.051423,1546.774604,1544.582092,922.3579334,1638.72705,5389.295534,366.3234168,158.0128857,369.6025397,443.8784717,1015.044179,1059.692081,1092.762584,1225.979178,492.662924,556.3395017,652.9419524,469.7401058,953.2205684
pC69,Tyrosine,C9 H11 N O3,181.0737,4.65,60-18-4,688096.3593,680374.3059,691059.4716,613131.1647,502317.5909,508831.2364,459215.7234,876479.7355,638012.0909,617432.3919,481765.2687,326183.006,524849.0418,359447.4186,309616.6529,591337.8795,279900.2503,330743.8021,478439.5144,464876.5656,544143.9293,476035.6093,618910.6437,500527.4487,300727.232,325542.7451,465628.7144,482694.6925,678206.556,495700.2889,475812.7662,502464.8266,474786.6667,362356.092,582485.3632,518296.3872,724640.6427,288577.0072,356707.1172,289823.7123,258095.115,405630.6982,662479.5684,604965.32,411978.9434,259917.8611,529113.1686,459976.5213,416857.006,682475.9736,651569.8488,709162.8272,607171.4086,740406.7808,922943.0435,356742.293,172927.2192,273591.3609,569232.8863,325238.8228,310431.7973,303828.0979,691424.5904,656900.2678,937753.5038,356694.5043,529554.6662,265388.7052,552822.561,821684.0921,108454.275,402506.5802,358777.1832,630687.6886,431329.1295,516220.2816,511805.3222,738686.9734,624240.4259,810760.0693,513192.0907,465361.8769,697086.2688,342286.3139,391711.0204,65122.39666,500266.7249,615219.4375,649335.4165,411918.5223,376646.2426,465785.8873,427236.1849,398247.2813,533271.2971,7141.761413
pC70,D-Mannitol,C6 H14 O6,182.0771,4.65,69-65-8,70932.24079,73550.69484,69968.58499,62589.92062,52000.94174,51932.73096,52900.45145,92365.44522,66150.49392,67556.70591,57557.38801,34313.88681,54977.88419,44005.73406,32596.36373,61346.77405,32327.69482,33075.77307,52121.57747,50711.94808,55925.4687,47791.67558,61328.33926,52000.56074,34608.5831,41970.53783,49905.00986,52029.2493,70393.33142,52862.98397,50270.23383,54258.50841,46896.05821,44957.05951,62065.19123,55978.37388,74084.18674,31386.14093,44368.81838,33026.05051,31129.2002,48621.85008,66179.94291,66251.12526,42470.0725,33347.26376,57960.54437,53896.82227,45288.46862,70498.44013,65143.34287,77135.08484,71644.2895,76385.08181,89181.82542,37576.48651,21797.87673,35751.35678,68438.39275,33802.11111,35889.66623,33235.63142,70125.28007,71722.69443,93705.5025,46520.98077,56152.21859,32176.15362,59822.99836,83424.42588,15097.65024,42507.63566,38929.46443,69566.94935,49330.22663,58994.61046,51778.99155,72927.65553,66259.6005,85207.35071,54558.69152,55266.66245,71118.20509,36911.28578,44240.03184,10437.42277,51443.47784,65005.15828,65824.60467,43928.99914,44171.71257,51270.91906,47375.82001,42662.48461,54064.53099,6300.372043
pC71,Phosphocholine,C5 H14 N O4 P,183.0662,9.55,107-73-3,8141191.896,7967051.226,8720476.888,6908753.141,6911302.013,6260519.215,827.6225674,5024823.44,6646084.914,17248.65654,5384112.892,3143459.114,5184828.081,5633645.828,4104236.772,7052284.261,95311.48943,5985067.747,4488186.459,69964.67388,8497203.923,5394150.92,7151716.721,4932669.748,4314182.132,4259777.687,5938472.718,8154963.582,8506171.986,6625473.804,4026305.633,6301698.732,5237026.04,4131140.891,6570421.238,20099.34606,8688662.413,6919181.522,6600707.361,6764818.714,21901.74671,7002884.968,7202473.877,6158175.41,5013284.332,11388.7355,5578803.412,7506312.15,5637610.851,6715234.032,6621875.776,7164912.186,6634940.882,1427727.523,1446909.879,5653069.595,8008822.011,27693.0684,9151190.447,4501102.829,4921422.199,6663372.918,9070070.132,7439365.196,7974966.882,6898706.092,5620375.09,7024275.128,32749.16645,8634665.2,6616947.949,6128626.898,5157408.043,7702516.562,10633.26981,6284600.486,4816942.434,6527725.038,9115751.1,10099150.99,7602090.607,8347594.186,7456839.855,6090821.85,2651201.094,105420.4767,8917646.504,7879098.694,5735461.011,5910978.298,5525109.561,3191975.642,7628756.395,7040372.745,5888449.782,100054.8546
pC72,O-Phosphoserine,C3 H8 N O6 P,185.009,8.2,407-41-0,8865.091385,7017.243612,6990.988918,5818.638349,8654.035262,5811.118734,9317.744532,13876.275,1983.874126,3222.095395,18387.26154,912.5965812,3507.742901,23258.70546,7890.591398,3146.40361,9264.861123,767.320596,2973.837868,2900.449861,2379.343975,28498.25035,3713.405864,14912.13895,4155.591527,4395.106851,1831.684405,16575.3293,13564.7268,10421.204,2069.881461,4595.603378,8171.39241,2854.073117,2043.332049,3290.230852,2612.427105,3104.197845,13327.9673,11194.79572,11029.6085,3833.478901,20902.9366,4542.610202,23249.82142,18861.59324,4800.916114,12372.74354,944.2907168,13674.60893,3245.051561,1945.199434,2020.540591,715.1311989,3359.108035,3553.308149,12321.85229,3614.038643,2142.657514,4762.152296,11409.90072,14127.72228,1686.558742,2684.722618,2168.933574,15421.95825,615.9457604,6762.180755,5890.524822,4761.078858,2925.276968,15484.88148,16997.92104,15402.87357,7730.687168,2641.520351,5798.664276,8657.074467,3528.036293,14980.85666,3535.493172,18174.54355,6856.364669,7474.893801,314.8003746,296.4180629,2192.589343,16609.20712,15252.93113,14668.9728,11561.79907,3529.372945,8189.054445,6121.839607,2070.61921,434.0483201
pC73,3-Phosphoglyceric Acid,C3 H7 O7 P,185.9883,8.64,80731-10-8,3021527.422,3027822.348,3019392.187,2488862.325,2311875.124,2023954.153,1649858.645,7378099.639,1303209.266,4668828.435,4136393.508,1604784.304,2347818.324,2007118.193,5363647.08,1948300.465,3521658.202,422719.627,2133406.935,887955.0367,1272619.051,2984340.887,1279083.044,4483959.037,5597630.202,2802970.003,1487431.088,1518825.173,2858792.727,1181514.884,4544889.577,1195420.554,3865875,5038538.837,1537023.911,1132922.065,3251142.052,973239.3587,2368392.933,2983392.447,2457489.522,2283605.316,4687395.346,2371460.261,3541933.052,2295793.626,1219313.336,1516333.062,953239.8234,7612726.695,2268222.575,1703359.021,1620702.556,6101372.458,6937597.933,3316520.769,1034279.882,1973630.41,2598063.259,3700043.801,4079252.187,4289596.605,1457206.619,2577201.798,3720011.016,2456537.652,1573721.98,1015705.264,3461007.111,2821120.629,3610639.12,2092431.974,1659174.376,1529891.169,3017130.242,5097817.612,5791513.747,4021800.091,2055164.969,1843006.243,2364274.235,1097394.757,1765804.627,2152027.241,4911574.751,5447533.1,1134040.279,2982303.119,3432127.867,1129596.542,1586396.645,8584047.975,985358.8439,1380806.943,2372832.932,283.4032083
pC74,"NE,NE,NE-Trimethyllysine",C9 H20 N2 O2,188.1519,12.42,55528-53-5,135183.0972,138113.3074,138059.0263,119078.0166,121745.0093,112752.0425,100074.7952,176093.1353,106908.4154,126363.7629,100390.1267,142898.2451,83490.20677,93750.41311,64664.48683,116193.837,76559.91896,69322.04414,96818.50554,108302.0394,102926.0929,76167.66857,88037.46989,98789.10738,69128.54032,80271.35481,75868.99639,110694.7169,151820.2727,100565.3932,87807.93917,102422.0673,116946.4169,89043.45693,80762.28167,97309.98585,173880.6134,71727.22981,102770.9393,101322.2325,84179.27042,107317.0674,116260.031,110535.212,103853.0183,87158.36491,106556.0587,108569.5669,67508.36982,157996.5416,93179.61117,141609.401,134492.6885,206508.4405,254006.7106,80957.5986,91201.91868,64522.7783,128402.9334,80430.78106,82898.56992,118325.6446,163522.3099,146376.0184,166446.4002,92181.01752,92291.35251,61605.36109,116525.9134,211448.6123,88949.66731,89406.41527,83948.45881,160974.6978,102123.5874,107924.5838,97599.82416,159910.1305,96269.3884,147271.8891,105410.9845,124199.9044,138851.9116,70464.49839,66915.77201,1784.697212,132687.8196,120589.8015,115568.3323,94963.92041,90146.90151,98316.10816,81237.67283,78745.90417,75399.85974,2703.759304
pC75,N-Acetylmethionine,C7 H13 N O3 S,191.0617,1.46,1115-47-5,12807.49964,12255.4143,15203.66949,11216.52824,10468.72611,8565.066617,8030.837362,23076.36449,8961.964443,26374.61745,15721.39305,3276.82866,9165.062828,8310.522893,12633.4522,9068.833577,9595.711554,2738.451278,9710.355372,9321.542461,11502.10226,5933.519676,7737.243413,8165.800171,12000.97491,14879.50464,5638.420031,11168.59751,19744.07875,7217.809153,29058.73836,5258.118225,14500.21296,22356.37491,11622.61297,6159.891914,16095.52194,5713.819147,11087.58972,11812.47931,10909.78148,13929.79115,25639.74519,16792.49171,17248.45924,16069.00188,11055.66915,6755.825234,4396.955172,28290.13282,9593.245902,13419.17792,9665.395819,4909.884318,7616.345978,15578.84537,7868.594466,12780.12528,12665.19429,14696.57995,20380.48336,17641.3039,13400.23782,19916.97183,28446.94405,9102.716165,6574.573446,8149.60927,26543.71386,33604.28142,9782.43434,11679.28912,10017.15873,10802.03143,14578.14592,39328.7127,12756.20233,19292.63712,18570.2356,10228.34218,13575.13431,8061.282075,10097.95429,9625.294779,15668.53606,2688.344221,7524.343048,15376.72842,17900.49565,7177.84251,10283.82445,24571.03455,5010.94844,21531.03744,14547.01163,1451.282964
