Samples,Mode,Diet,Genotype,Set,Type,Litter_ID,Emb_position,Prot_quant,pC1,pC2,pC3,pC4,pC5,pC6,pC7,pC8,pC9,pC10,pC11,pC12,pC13,pC14,pC15,pC16,pC17,pC18,pC19,pC20,pC21,pC22,pC23,pC24,pC25,pC26,pC27,pC28,pC29,pC30,pC31,pC32,pC33,pC34,pC35,pC36,pC37,pC38,pC39,pC40,pC41,pC42,pC43,pC44,pC45,pC46,pC47,pC48,pC49,pC50,pC51,pC52,pC53,pC54,pC55,pC56,pC57,pC58,pC59,pC60,pC61,pC62,pC63,pC64,pC65,pC66,pC67,pC68,pC69,pC70,pC71,pC72,pC73,pC74,pC75,pC76,pC77,pC78,pC79,pC80,pC81,pC82,pC83,pC84,pC85,pC86,pC87,pC88,pC89,pC90,pC91,pC92,pC93,pC94,pC95,pC96,pC97,pC98,pC99,pC100,pC101,pC102,pC103,pC104,pC105,pC106,pC107,pC108,pC109,pC110,pC111,pC112,pC113,pC114,pC115,pC116,pC117,pC118,pC119,pC120,pC121,pC122,pC123,pC124,pC125,pC126,pC127,pC128,pC129,pC130,pC131,pC132,pC133,pC134,pC135,pC136,pC137,pC138,pC139,pC140,pC141,pC142,pC143,pC144,pC145,pC146,pC147,pC148,pC149,pC150,pC151
set1_pink_670_L3,pos,1percent_Met,wt / wt,1,sample,670,L3,78.4,3785.14747,48817.08378,229881.1675,797149.9032,47533.75199,48372.60458,47788.1768,43794.91846,43223.09911,30143491.09,327797.903,18665.57287,593582.549,95546.50008,57862.54767,338135.7888,4316.773286,8364931.608,18938.07035,1189231.191,11005302.91,481754.9708,169160.3567,7069809.299,5298.581889,222109.6217,21905.91364,8015.867302,27561.2294,115750.0743,115730.5748,4942957.904,2253139.057,1473464.14,545102.0966,498187.5596,649677.8769,471670.4556,1311412.482,5635.944781,49038.94431,14026.41643,232931.4759,379431.9557,1201881.33,2616551.885,13450.30218,3906476.011,975440.3734,188086.8402,2328.852874,557.773868,6502.988519,3131920.202,3551.341769,28990.65515,513690.4482,8177870.94,1550900.539,13986.2995,126701.0336,709.0165401,20375.23361,5059.768119,2238476.379,13900.9815,25227.47156,1527.641484,678206.556,70393.33142,8506171.986,13564.7268,2858792.727,151820.2727,19744.07875,1852596.517,490734.0798,44911.84538,96012.98707,564137.8875,388719.9974,14586.23599,22375.90829,7921.422397,5998.019703,35844.16252,276895.8425,5699.852152,31493.00658,6696.489971,497162.0415,2464.201901,49306.59681,14064.25437,12625.2069,261174.0622,5235.375439,6307.303361,120197.705,4059.948442,29758.80311,351679.0513,7521.703593,12335.9507,29979.47173,2114.346571,617.537141,1354675.987,10876.62471,35134.43097,79834.27449,1444.99121,1099.080141,2550.944703,4825.794404,223.1834981,98595.77527,29804.25185,934679.9512,63083.82366,39567.03105,10679.97159,31387.96633,600593.114,54423.33499,29100.32074,102.4346928,101716.2717,218371.8278,43428.58696,30579.61399,25725.87169,24849.00476,3071.531075,27155.44211,8742.673948,116.9189298,378046.4639,98833.76291,8111.455349,6614.439338,4684.021088,2908.133758,11303.68155,222663.5808,63967.99458,255563.4121,32064.93812,9840.171763,8649.651171,5433.596346
set1_pink_672_L1,pos,1percent_Met,wt / wt,1,sample,672,L1,55.7,2870.132606,52244.56902,177698.2008,662505.7122,27440.9974,27928.47858,27462.4294,38234.17292,37788.8536,35477259.84,285967.8481,26228.92654,478193.4986,128725.1183,43136.51229,268716.8244,8501.766185,6860721.531,11783.51153,1094873.188,9559694.925,339948.8217,171586.0316,5768703.077,2950.644184,120130.261,18670.71611,8874.502789,23073.00392,91181.33366,91283.61613,3608297.231,1773043.529,1262231.645,472429.0355,320204.221,344690.369,595594.3888,837615.4301,4015.059808,53305.27632,10633.82111,152362.8174,272020.8329,851473.2549,1616023.439,21694.45701,3410428.531,783429.6699,167986.8676,1441.573339,949.2573437,4972.133555,2515360.335,3898.744817,14779.88039,408742.4717,5604160.335,1234575.491,10671.58628,80805.22327,2959.179518,17161.41828,7497.879821,1508043.516,13963.66121,20978.74506,911.3733138,495700.2889,52862.98397,6625473.804,10421.204,1181514.884,100565.3932,7217.809153,1243339.085,338252.0983,18381.53342,138496.3157,221514.4821,326794.9599,10425.99685,24712.60704,5773.116607,4854.596442,20180.80028,182223.3419,4637.449253,19707.30548,4575.302084,1275622.887,2156.847122,21723.53847,17427.62039,8810.089119,140570.8964,3571.2589,4771.27961,87741.54581,82441.21417,23367.30773,360317.3818,7374.055317,18215.20665,22526.57394,747.4727147,1165.251398,1149056.993,4204.278637,37659.0878,92390.15341,1045.158842,1543.349258,2974.820907,2579.282408,799.0699514,19333.80055,26706.94544,758793.5669,147423.2694,17353.39394,12695.39611,26417.56472,661714.3138,72049.25485,42024.83487,541.812898,98075.49799,221882.4084,26087.12814,24552.55981,12482.25434,20909.78438,5713.106845,58870.12682,6919.126271,359.097126,522590.7349,91316.50301,10251.92704,7265.075606,11688.46988,3911.963215,7720.250684,251954.672,89087.68923,335162.8877,36065.74771,14249.99927,6262.211216,5860.399521
set1_pink_686_R1,pos,1percent_Met,wt / wt,1,sample,686,R1,38.4,2938.156391,76174.79895,172842.211,656050.4271,22778.14379,23151.23384,22782.64243,28365.09022,28140.35388,30546599.87,295406.5072,25812.36559,458620.4821,69170.71246,21534.82761,416931.9853,3716.172826,6724932.579,16068.13227,1031456.724,6820307.134,357651.1278,112157.9085,5797442.707,3307.939045,141992.8547,16772.69513,9375.848079,20435.0481,78702.27179,78768.23761,3914652.995,1513502.456,1161133.396,398719.6597,247438.3692,279185.7296,469743.0133,1026210.122,6676.289282,102950.3748,10970.08814,82401.06051,199357.5317,1642489.169,1169892.75,35970.20079,3435857.604,1099060.036,77087.81577,599.2187471,763.0712678,5181.588403,2158124.232,3642.73843,12073.18577,360441.5847,5245168.922,1092540.053,12523.86145,58197.51071,5374.599066,27881.20959,3813.924703,1677331.117,13298.79078,25825.81262,1643.369278,475812.7662,50270.23383,4026305.633,2069.881461,4544889.577,87807.93917,29058.73836,1277726.351,282836.3811,17737.96517,155305.4581,221034.8695,233656.8303,6804.069241,14684.88934,4715.521456,4179.673382,23791.82997,200910.4807,13605.52289,21796.07071,3820.517472,1993004.132,549.0952045,27895.69416,45101.46224,5568.651279,258667.0811,3984.079228,4319.083906,117942.5353,9521.095053,18448.79743,229434.6379,847.0718719,22138.0029,25287.00244,877.7402641,780.6944963,151978.3113,3059.584307,63745.86566,226858.4667,231.8920482,2989.001163,9655.210712,1992.726668,510.4336108,8850.781521,32392.69694,1280628.187,28294.28139,36972.24748,15400.63936,31888.41452,385157.4002,58253.34034,28884.57949,783.7796325,64757.77211,231572.5298,31405.68876,17816.35793,5100.437428,6220.452209,3932.435839,19668.17878,2041.485231,771.7386849,259495.1432,41122.66404,8981.100057,8795.351568,15490.18829,2949.88772,5070.471095,202140.1788,27189.14769,277479.8664,42578.79286,4701.825187,826.4004251,6218.773901
set1_pink_751_L1,pos,1percent_Met,wt / wt,1,sample,751,L1,53.5,4395.924114,92713.51846,183328.1601,604925.7497,21988.80276,22688.40264,22188.10761,35117.46503,34475.73022,25558825.45,256406.4446,14531.98129,385534.0778,77187.18877,48440.93236,295864.9774,8527.000729,5994048.622,17524.17763,978661.4891,6543280.422,378286.8663,103634.0012,5129616.101,1504.773369,60351.43392,14967.61617,8887.564015,14434.49468,73358.54391,73441.62819,3800581.313,1662077.112,1114918.102,360715.601,432313.7417,461994.6469,273216.7171,794581.3124,9554.000099,59455.28481,28315.32142,141327.1072,261940.3572,1619750.899,1982608.566,11598.65033,3072976.95,717681.8581,113792.2683,2793.684839,,4247.236793,2696448.891,1864.593213,16723.19648,366457.9022,5880356.444,1191355.519,7697.221648,80402.01066,233.065812,8249.256833,5568.1638,2052883.194,14632.01757,19187.9304,392.9415874,502464.8266,54258.50841,6301698.732,4595.603378,1195420.554,102422.0673,5258.118225,786162.0711,345793.2596,21328.15172,52980.48016,337081.888,309259.1149,9785.033832,16271.81547,3556.079457,3772.853861,9597.965078,134658.0014,2245.654035,14377.92386,3779.675469,319384.1013,2604.572843,23301.8969,3635.955092,7936.636056,97906.35378,2599.597387,3408.017966,45710.17604,4610.934266,13716.93367,199724.2438,1236.063908,16257.61668,16818.66517,,1027.425171,144098.6532,7166.910763,20492.89173,39937.81774,1237.54861,140.8752294,804.8568679,4625.782106,489.7851897,59668.51992,17324.66808,463237.2614,64039.23481,10811.72379,23551.74998,20028.60373,413731.7136,30152.05886,20042.0962,124.5174953,65418.84011,158663.9086,41904.82053,21738.19262,17680.3871,14386.9731,5547.212549,26785.74904,6593.14759,99.5017308,431119.8629,69317.56297,4784.033574,5070.035505,7797.307709,1249.638777,6752.544309,148109.3534,103984.1845,189009.2268,30031.71364,11702.35762,454.1500086,3471.110731
set1_pink_754_L1,pos,1percent_Met,wt / wt,1,sample,754,L1,42,3950.433502,57814.77006,177115.6563,632495.6531,20884.70598,21455.4408,20744.79215,30446.25392,29929.7043,26722725.67,244249.1285,30974.38194,401050.1191,69182.52749,42447.08716,375438.4729,7016.082551,6534350.897,20987.3752,922948.0071,7680063.053,417276.4142,109941.3216,5403762.857,1794.062564,101666.1757,15943.73671,10586.41579,15522.18613,77641.80293,77059.73941,3805726.851,1588957.562,1108462.338,283400.746,385183.5603,519158.0926,285716.3177,1201222.709,2431.38264,99216.73025,8220.162287,149470.3421,266776.8881,1666870.659,2119203.669,10764.90867,3130865.237,785544.2274,105118.3224,3382.472755,352.3376515,4969.501771,2599679.488,2471.898799,20887.64867,346929.9324,5555388.699,1143428.427,20039.64275,70258.75071,523.7287212,10142.54152,4871.587928,2224334.889,19486.95776,17833.43101,1197.363402,474786.6667,46896.05821,5237026.04,8171.39241,3865875,116946.4169,14500.21296,636514.9594,324584.7914,16588.54051,116563.5368,353907.6348,268094.0153,18680.69948,14504.61018,2490.104882,5243.613154,16800.55814,220655.3327,7616.041108,23315.1907,6212.739415,509067.54,2057.525,73909.14353,20673.66565,7917.039619,335370.3947,5930.822881,5492.931759,114576.0188,7633.683702,12733.88204,142590.2565,2104.535139,25275.6968,22353.63341,572.3547339,519.5812767,734945.0556,10197.64288,29009.36592,85064.00631,680.2119535,377.4900584,2724.995314,6334.796734,257.2473844,99352.91668,25684.2805,731855.5574,68926.76249,50003.76287,13958.25491,28060.49609,284671.9865,20139.45706,11627.48768,353.4584992,62469.51224,129908.8302,36825.99,9465.506075,26860.57468,5446.722479,7360.673825,2893.469634,6666.828397,246.0489658,134782.2671,30246.40702,9028.492602,5580.498356,34962.66558,2207.489208,6388.228205,123043.5026,20318.53046,168386.1217,40264.40003,1712.446625,3357.438896,5937.991412
set1_pink_847_R2,pos,1percent_Met,wt / wt,1,sample,847,R2,39.4,2289.424813,90462.24063,188733.6833,604463.7508,20969.73268,22099.60107,21318.14797,26123.36818,25984.97693,20113315.59,265080.925,33636.45379,338605.3486,55417.55648,29870.16271,344588.157,5881.798501,5139244.408,14326.53593,992253.0822,7496345.126,344038.1744,118797.8458,5274462.794,1837.13977,117673.4425,17052.87734,13943.86358,15224.77935,64879.48145,64901.64986,3688224.493,1446815.579,993087.3589,310146.6082,263337.3259,254941.2436,386881.9836,968397.1362,9480.864713,96818.41895,21245.55319,178488.2549,201226.5261,1323559.359,1053185.664,20801.90168,2457309.897,917745.8227,69458.26463,1427.049964,,5158.580506,1911626.254,5362.92442,18354.0255,247515.2459,4423583.209,961591.8187,10585.24019,74171.15514,6280.550872,23328.81331,4318.580345,1670173.969,22709.85465,21880.19161,2752.759326,362356.092,44957.05951,4131140.891,2854.073117,5038538.837,89043.45693,22356.37491,688262.7108,262490.4387,13609.6718,120682.7356,113068.362,162783.4557,3920.503051,15683.71002,8522.75119,3804.548818,21192.62426,193267.1171,9938.39378,26547.84963,7464.246977,866966.2303,1022.106937,36487.61833,15751.41062,6423.688914,193726.7951,2846.516115,4720.798725,52934.04512,92435.53866,14116.13759,264298.3149,815.113455,22478.104,21378.59187,704.3931818,651.0936359,668048.2029,3109.059967,61402.78343,188293.1548,1466.443286,4650.071128,14476.42185,3662.269272,708.6638879,14384.49959,37280.28825,990637.4825,118885.9346,48580.39651,18009.29885,27573.00641,349147.7614,45316.05339,30133.34915,1497.253487,71546.81328,150500.0203,18204.46733,8711.476,6746.816169,11678.66738,5368.353472,4445.657843,5664.929734,441.2957088,125412.0733,43791.08548,7595.736658,8237.895547,21780.69937,3669.538716,7731.33407,181019.2584,16405.72999,217883.2667,60891.51398,1717.515828,6334.217813,7060.072904
set1_pink_847_R3,pos,1percent_Met,wt / wt,1,sample,847,R3,38.2,3378.200211,59067.94568,168589.2369,731791.1263,21295.11463,22430.33104,21716.01278,34589.05418,33854.95627,41250599.1,311480.0368,21788.53378,406057.5666,71636.76967,32802.19065,249413.1579,6745.637715,7259868.846,13592.67837,1098287.839,9145136.127,396580.3542,166196.5637,6004423.112,2884.049671,59621.19625,22821.80735,11488.21183,12302.765,92126.13163,92122.219,3606295.278,1793618.29,1219480.465,406837.438,384202.0137,264225.9815,481920.8235,645806.0538,5358.7265,144050.1483,9593.812031,204326.7624,256264.2746,1803009.563,1517685.532,19624.34428,3086255.595,1073945.123,89691.25204,1556.143398,386.23034,3923.124218,2488932.628,2079.775263,14301.29116,343011.2639,5306357.766,1250254.67,8997.819649,70152.67165,3798.181875,18538.62866,7709.346528,1771650.668,26003.34194,21297.61847,1370.042306,582485.3632,62065.19123,6570421.238,2043.332049,1537023.911,80762.28167,11622.61297,666566.3154,314280.4985,16388.5278,54152.13673,136011.2963,238856.1438,4208.04444,12025.25396,11505.79999,3073.511633,10901.80015,147048.1416,5181.326875,18790.6682,5015.961336,1070550.998,1316.463235,21030.27581,17116.90175,5391.832181,128128.7805,3242.576931,3498.289916,82560.28487,120100.3727,15681.75342,250573.3122,1675.262421,17708.43948,25096.7689,549.5258864,2946.434475,212478.1953,3157.446503,50193.86948,121242.7627,1500.048125,3089.336904,3570.388182,3195.114004,140.6450932,18926.3204,29797.41494,892036.998,188864.1086,25490.01146,20488.16197,37880.11442,783265.9999,53103.20382,28545.19928,2632.106049,99022.97719,188703.2658,20095.3844,22239.53224,12729.8106,57069.5695,9023.063092,26703.00084,19510.78717,1708.090585,382905.8304,65978.55125,8518.428382,9641.157735,8632.317178,4075.105994,7310.652862,259768.5158,115129.1626,320537.5205,34052.04606,12181.63398,1651.357771,6661.012809
set1_purple_552_R5,pos,2ppm_FA,wt / ko,1,sample,552,R5,75,3494.636405,53050.53812,217802.7701,816130.4618,20897.47353,21953.54633,21283.97409,41441.622,41049.32099,30901233.29,336442.8456,20075.7866,510731.9837,80526.93159,32970.21162,225292.9527,4152.971115,7924660.183,14629.30163,994634.9317,13512565.52,389071.449,173344.8623,6413221.594,1698.332817,98919.21603,20310.85308,9234.883294,21420.9579,114140.1077,114556.7322,4736079.738,1701805.744,1049931.703,604325.973,319381.5926,420624.0236,586683.1204,713380.6382,7403.79057,76032.17865,52394.25277,265982.4845,279021.1086,894725.3608,1601434.709,12240.23393,3842296.707,513165.8215,114100.7745,1040.226353,971.5482982,1700.056282,2219071.59,3329.318078,19466.04815,538589.7694,8623461.428,1126176.885,5700.085306,81877.28351,4254.45946,11474.91374,7061.49202,1596587.955,15670.91932,33860.54125,4568.977464,518296.3872,55978.37388,20099.34606,3290.230852,1132922.065,97309.98585,6159.891914,2120163.754,323261.0145,23788.37692,32592.47377,504181.1746,286305.6226,4704.841541,15477.3354,2520.752326,2168.606994,17150.93721,215499.8073,5185.850888,24092.75813,4969.071667,1283522.847,1815.809738,14515.2173,8833.004239,6501.517146,99607.86545,2601.728131,3083.148778,54503.6691,1055.786588,16544.32457,409638.521,1590.416023,14095.57891,30230.87307,293.2571656,4359.854038,1443301.223,4216.423189,58281.09107,90343.36389,703.9308381,2386.580209,1812.082056,3989.581046,148.5800724,36251.6415,27984.10748,878317.3836,33510.17594,25743.66387,15195.08291,28703.75976,637571.7833,70665.54373,43004.8771,1810.548039,117383.3723,255196.3994,51797.53874,34621.30008,22459.49428,60221.26828,4520.976947,65340.96214,30291.65513,1520.890508,673008.9758,136947.4638,4169.427369,8846.460888,3946.166581,4892.02916,10540.16992,338155.7146,124352.3076,383976.981,49972.34855,20995.99009,8599.996989,6999.351741
set1_purple_552_R6,pos,2ppm_FA,wt / ko,1,sample,552,R6,78.3,3651.687941,50611.53425,219821.9021,874806.7233,24203.62543,25214.51614,24871.12171,33135.55474,32939.65715,33458219.59,357732.3668,25813.95049,511360.5676,87158.39636,64302.33741,426866.0338,5448.820997,9575573.869,15840.9813,1433193.16,16338758.44,419702.3554,195899.5553,6729513.78,2131.418674,165467.8968,23826.43031,6955.941208,23004.33387,144693.1234,144673.107,4704368.344,2401349.547,1441304.349,522543.8327,462419.3392,390592.9183,656112.0761,1326897.882,4676.085794,72660.95425,12181.25336,274110.49,363294.7094,1769597.946,3010460.279,10942.86063,3871744.033,691274.595,141028.8579,2199.357652,1512.198547,5782.711751,2685612.104,4724.665153,43868.83465,540384.8816,10045537.61,1540010.31,9284.026697,127755.729,5955.444816,19094.23383,10015.01276,3130667.693,16029.96281,24260.26832,586.7638859,724640.6427,74084.18674,8688662.413,2612.427105,3251142.052,173880.6134,16095.52194,2815781.339,467920.0954,40246.12923,121682.8909,515363.7543,423987.0157,6456.730844,17929.26834,10318.94477,3394.846477,28784.38819,297365.1471,5549.851228,34301.73922,6274.393206,1651191.532,2383.093632,37826.80484,16169.97971,6680.32602,156579.8514,3646.055789,6278.297136,70633.60252,5664.577723,16937.76079,419229.4143,7944.594384,24676.94506,32217.66297,586.8753103,2762.217047,1186372.628,4734.637704,60113.27384,140412.7898,884.9941478,3524.355313,3358.708299,5035.830857,414.3728103,28129.99258,36083.52166,1217082.674,43238.74992,41792.27144,16402.03653,24973.48645,634554.6033,74666.88477,46697.74348,1022.40038,100803.6125,301108.8143,55722.42358,36835.4057,17383.95859,67989.8083,2292.612124,44934.27285,31016.99842,1722.651967,514750.5919,82567.62296,4960.098886,10503.47172,14338.20051,6164.625541,9792.817082,360941.7234,69338.22283,392724.3261,44150.95221,12155.08883,7490.449362,7361.492761
set1_purple_605_L3,pos,2ppm_FA,wt / ko,1,sample,605,L3,57.3,1743.724918,60758.28825,160356.6821,546043.7129,30834.82987,31605.36311,31375.18818,32845.46325,32526.16559,31992092.38,229495.2409,13563.52715,417384.8538,85312.82407,30520.11922,207328.0152,7201.865426,5050473.368,10427.00123,627501.7532,8039643.723,223641.7651,142674.3695,4868453.858,1166.729749,81328.80445,12784.30355,8414.769281,14552.46886,66642.84781,69010.22146,3549193.674,999396.8274,721261.9673,460313.3669,221886.8857,368908.5169,491674.8251,709678.8823,4175.963879,61995.58135,8934.550479,120498.4685,219406.0336,288985.4347,971198.1839,4768.207583,2321407.458,321592.5998,120574.9192,664.2379697,105.096875,785.7572032,1487681.398,1485.758319,8734.09858,380412.325,6115801.359,739841.7627,7760.52974,42467.45749,2929.231815,12086.41492,4154.401066,1022004.653,16762.14422,18432.85094,581.7219311,288577.0072,31386.14093,6919181.522,3104.197845,973239.3587,71727.22981,5713.819147,1356139.929,204993.029,12118.32824,6841.259198,310591.8814,174225.4271,6267.704114,17985.90158,2911.176408,524.3904427,13481.91311,251872.4986,4287.197925,27246.82365,3194.032703,836082.3549,325.3188984,11961.41872,12904.95506,8133.459289,135500.9745,2617.817011,1832.568652,82923.09479,1314.385776,28913.66725,275735.8701,676.3715922,12463.80334,25199.43577,389.1454322,2197.999545,1069782.151,2931.442989,43871.07605,81583.88141,1336.157793,916.3173036,974.7796114,1551.577176,133.1855689,37689.4732,28488.66167,860368.8767,37376.39284,26097.1202,8751.008856,19872.36251,549595.8785,55395.26599,35972.77798,562.5218669,86003.22012,221995.2752,46312.29509,27128.72909,22171.52447,29465.82209,1523.053213,56446.67111,14933.60572,507.969507,435598.7929,93998.93156,5510.810783,6464.674183,1729.245787,4194.644668,5703.142731,242753.2669,91557.83625,266371.8208,33230.54798,11829.13196,6064.744864,3921.613437
set1_purple_608_L1,pos,2ppm_FA,wt / ko,1,sample,608,L1,62.8,5219.07591,81139.11353,198096.8837,567946.2783,43287.62236,44382.53068,44023.69801,30713.59521,30424.37684,27299365.12,240362.2999,45204.15955,417652.6252,80141.06883,35775.37581,300793.6825,2349.346713,5292887.22,17483.81818,792659.8702,9880896.756,300535.1691,145189.5181,5424752.547,1706.366137,66405.8502,22010.40617,11235.58953,18190.37683,87284.98602,86865.56163,3718052.768,1358110.354,863249.1927,480120.3026,289720.6914,341438.4401,490477.0484,769960.2094,5774.136673,63325.09326,10662.54575,217032.4638,245139.8748,600259.5599,1264325.106,11453.38904,3536771.573,490017.9876,144997.8988,807.3485009,713.9028895,4248.153195,1563763.634,2991.581566,22932.40716,359869.0544,6329640.836,961862.4407,8625.133998,71844.26536,3898.884119,20681.66442,7479.320191,1605359.463,18546.05295,21218.13057,1513.850915,356707.1172,44368.81838,6600707.361,13327.9673,2368392.933,102770.9393,11087.58972,1230430.365,281004.6315,20668.35612,30744.37513,286801.8197,215784.9599,5716.843575,17505.10312,5328.419608,1297.939864,13018.61143,185724.8973,4494.733863,24618.04249,6987.182693,674832.585,679.4039943,23992.36789,14595.76968,8169.527584,94958.84018,2960.157134,4343.628365,47778.50699,13789.46786,32230.16149,315944.4043,9053.625013,16353.07057,24025.41959,980.6815962,1930.177993,1216116.825,7759.696606,44034.60599,87979.99079,2376.344611,4222.997596,4744.190016,3254.850656,,24311.38343,32666.42773,733948.5924,46662.16402,36349.62329,16503.91121,22847.45988,608418.524,58890.55233,43119.31254,852.5283616,103758.9198,169817.1777,56237.89221,17245.99374,19039.70954,34053.63154,6820.313548,27333.52834,16773.34684,1608.119619,406068.3537,121916.949,5672.880824,11420.25761,9708.654922,5952.83912,9010.58569,259420.3364,46950.09359,283805.3458,35821.62671,4708.255578,9180.551624,9237.446337
set1_purple_611_L4,pos,2ppm_FA,wt / ko,1,sample,611,L4,66.4,2336.721958,54067.07996,192874.3861,557468.8361,45778.708,47139.6675,46473.38718,28668.09902,27999.85258,19205495.66,243122.9422,11993.64768,328278.1373,90951.26894,29832.91693,281923.8216,4862.223886,5333053.804,14791.78621,774083.8838,11923377.56,324667.6877,113669.5536,4942223.087,2659.945566,135861.7665,16354.22338,10286.91533,18542.62977,109882.9103,109927.2023,3770687.164,1215449.747,829441.218,414180.5286,243312.3062,482934.7623,513556.6405,669108.1156,5650.566038,65369.1546,11717.77665,197695.3118,290076.0815,423597.7903,1406820.229,11628.15081,2165379.897,394934.7662,121867.486,1847.231626,675.609877,4232.875889,1601861.456,3375.355083,21919.0035,380197.2224,5970059.007,780791.3176,7369.711567,50333.22754,2861.477111,16157.36247,6691.258288,1810131.97,14767.53054,19322.18397,1896.102613,289823.7123,33026.05051,6764818.714,11194.79572,2983392.447,101322.2325,11812.47931,1331745.581,242227.9827,17355.98438,129188.2533,318706.9478,225294.0988,4452.350078,21664.1084,5189.220958,3052.924089,20867.24756,167997.9532,5238.495006,20386.05871,6448.937839,672899.1581,1612.769858,18430.81837,19954.27487,8969.618236,76747.79166,2500.252324,4653.640671,38980.95401,3053.794578,32692.84734,327045.6322,5435.406247,12369.36965,24807.76439,1036.426212,1841.36524,1035116.165,3300.640536,38838.34711,69556.49227,1485.44055,3498.589888,3275.842414,3460.587685,269.8070621,29594.0372,24006.40088,636307.2566,42063.62124,25376.27501,8043.879633,18680.08621,522241.0943,66347.94973,38962.75374,1176.747543,93362.35223,180507.7301,58096.15739,18714.74701,16496.03439,23016.52057,4754.807152,51459.35969,16293.94241,2112.893223,525187.9572,112913.9431,7144.959724,8920.526804,7212.040778,5040.713429,8279.140393,255332.7241,39600.12501,319636.1924,36709.25119,8240.630503,7613.870751,6810.790971
set1_purple_621_L1,pos,2ppm_FA,wt / ko,1,sample,621,L1,53.8,3335.759603,88656.65524,169579.5087,572143.3903,59834.39215,60534.47825,60191.46767,37495.29697,37105.94672,33394197.41,192711.4415,16929.08629,381333.7291,87089.69131,26236.80623,358675.4608,4745.512785,5285004.513,11491.5792,626713.4804,10932252.72,202993.4669,105480.7509,5322281.218,872.042878,43886.7218,21143.64127,11964.30711,16705.20852,88623.25947,90907.81666,3229140.41,952849.9843,645048.2016,455439.6126,171503.5837,350579.9634,389587.3706,538444.2731,5758.782487,80413.74515,12394.96343,211724.2576,231663.2285,322221.1974,742994.1016,14192.28949,2914745.249,303672.283,102353.1591,2148.26286,846.6592957,3273.478755,1256123.938,3321.743453,12779.14226,346884.3659,6137211.468,671840.6296,9489.333011,52959.96745,4217.425924,12191.17808,3454.703145,1003431.363,22921.36819,18974.59433,3330.659334,258095.115,31129.2002,21901.74671,11029.6085,2457489.522,84179.27042,10909.78148,1387603.91,175042.7191,10675.38796,144118.0239,347769.3276,219202.6866,5161.26569,19380.99787,3037.333504,1401.010375,7279.138984,164494.5514,5867.467153,18648.21124,5367.267456,1252653.027,1109.599857,12263.84215,27583.70308,8620.228142,98443.69678,2576.348808,3428.310651,44526.25841,479.4229665,78490.65925,294104.2535,6710.0973,14437.66697,29602.31288,1477.880039,3645.773424,1253101.646,4440.934985,36161.71637,72522.52118,814.5786599,1262.799674,1759.247106,2793.425819,496.3914122,33662.20933,23134.74368,581410.0566,37039.10881,15496.51116,8823.239109,20797.031,622528.5257,68412.18991,42183.35209,1017.276842,84841.34806,212657.8824,42777.03085,21394.78946,19811.73287,16053.38757,9988.628258,84443.92959,9268.050967,1275.005428,677570.3063,124182.7151,6869.63997,8857.880578,5926.239447,5038.399654,6172.078372,284494.7489,41646.54242,377359.4873,32101.24079,7938.050476,8321.344551,6781.817155
set1_purple_843_L7,pos,2ppm_FA,wt / ko,1,sample,843,L7,60.4,4745.287355,68728.70966,190811.254,716793.5837,41567.85479,42557.7629,42211.01633,26402.20816,25945.16682,29617551.34,296569.4126,40932.96432,486634.9136,92252.72345,26649.61057,286907.6947,4665.461673,6401502.254,14161.48325,1026356.918,11453435.05,323269.3751,152417.2371,5822029.66,2529.355967,103901.0333,22144.99428,11087.72648,20216.37065,109616.0481,109634.6909,3817330.806,1539761.092,966765.9649,411657.1394,347244.2714,324452.8685,569325.3342,770220.8116,7423.25938,63253.98214,14443.29075,218413.9678,238392.5885,1449916.501,1512472.287,16839.3262,3155336.969,538501.5134,101331.5374,,857.6915942,10209.52808,1833570.163,2627.920331,27551.73748,341665.7455,6975143.794,1045989.256,11580.38931,77375.84803,7188.875527,30044.82746,12323.91266,1724670.771,29749.79344,20229.95306,1613.921731,405630.6982,48621.85008,7002884.968,3833.478901,2283605.316,107317.0674,13929.79115,1156459.488,315401.5641,20167.39899,59008.47182,224458.7407,281383.0382,5783.317907,18573.74146,10972.96482,2572.552379,16828.35286,171180.4705,8229.909428,25458.27427,7814.152802,1651337.265,1829.152637,31374.90281,13583.07141,6712.300792,134342.7205,3176.32564,5067.655665,67068.67507,76057.34845,23668.9471,283077.9974,7996.430057,21399.39754,24883.16842,247.9845593,2423.643868,494746.0546,4453.295079,56075.59653,158231.3963,2499.256079,5697.374119,9840.932363,3252.239624,,24012.55021,37230.94319,930060.6833,124878.4035,37309.98849,22204.58539,27943.10594,523678.1952,70990.91471,52117.58803,2259.958625,111324.7653,178813.8135,29453.48926,20722.81247,13084.17506,38837.51371,6653.987733,27379.40642,6920.164818,1676.385299,375547.6945,99337.0467,10652.06217,11236.66972,11618.38707,5804.992918,8540.328618,251747.8129,67818.99967,272143.4936,60717.06903,5960.226048,5068.290896,7898.469226
